ph,alkalinity,chlorine,calcium_hardness,cyanuric_acid,pool_volume,parameter,chemical,target,dosage
7.43,87,3,351,42,400,chlorine,Sodium Thiosulfate,3.0,0.77
7.48,106,4,216,38,100000,alkalinity,Muriatic Acid,80.0,3580.2
7.53,102,4,351,43,50000,chlorine,Trichlor 90%,3.0,15.0
7.06,109,4,233,49,20000,chlorine,Sodium Hypochlorite 12%,3.0,26.0
7.59,87,5,534,60,1000,chlorine,Sodium Hypochlorite 12%,3.0,3.9
7.43,82,5,321,34,20000,calcium_hardness,Calcium Chloride (77%),220.0,352.0
7.47,102,3,212,39,20000,chlorine,Calcium Hypochlorite 67%,3.0,4.0
7.46,119,0,249,43,400,chlorine,Sodium Thiosulfate,3.0,0.33
6.85,89,5,389,40,20000,chlorine,Dichlor 56%,3.0,15.0
7.56,85,3,373,45,10000,chlorine,Lithium Hypochlorite 35%,3.0,12.0
7.41,75,5,392,46,100000,alkalinity,Muriatic Acid,80.0,2045.4
7.4,101,4,375,30,1000,chlorine,Sodium Hypochlorite 12%,2.0,2.6
7.47,109,5,360,33,400,chlorine,Trichlor 90%,3.0,0.18
7.58,88,3,213,53,5000,ph,Sodium Hydroxide,7.4,2.75
7.54,120,4,371,103,50000,chlorine,Calcium Hypochlorite 67%,3.0,20.0
7.41,116,4,234,70,20000,alkalinity,Sodium Bicarbonate,80.0,224.0
7.52,95,4,238,73,1000,alkalinity,Muriatic Acid,80.0,20.5
7.53,79,5,310,35,10000,calcium_hardness,Calcium Chloride (77%),220.0,160.0
7.43,83,3,228,8,5000,chlorine,Calcium Hypochlorite 67%,3.0,3.0
7.5,111,0,390,70,20000,ph,Sodium Hydroxide,7.4,11.0
7.53,116,5,306,44,10000,chlorine,Lithium Hypochlorite 35%,3.0,12.0
7.52,90,4,219,31,1000,chlorine,Dichlor 62%,3.0,0.81
7.45,134,4,383,30,100000,chlorine,Trichlor 90%,2.0,30.0
7.48,92,3,659,37,20000,calcium_hardness,Calcium Chloride (77%),220.0,96.16
7.48,116,3,245,40,20000,chlorine,Dichlor 56%,3.0,15.0
7.46,94,3,237,74,5000,chlorine,Calcium Hypochlorite 67%,2.0,2.0
7.44,88,4,382,43,10000,ph,Muriatic Acid,7.4,120.0
7.4,100,4,237,41,5000,alkalinity,Muriatic Acid,80.0,76.8
7.4,94,4,203,36,400,alkalinity,Sodium Bicarbonate,80.0,3.59
7.47,65,4,316,49,400,ph,Muriatic Acid,7.4,3.6
7.45,57,5,222,47,100000,chlorine,Calcium Hypochlorite 75%,3.0,89.1
7.56,163,4,319,33,100000,chlorine,Dichlor 56%,3.0,50.0
7.42,100,5,353,23,100000,chlorine,Lithium Hypochlorite 35%,3.0,120.0
7.45,104,5,970,55,5000,alkalinity,Muriatic Acid,80.0,89.6
7.51,100,4,618,47,1000,alkalinity,Sodium Bicarbonate,80.0,6.72
7.41,92,3,354,46,10000,cyanuric_acid,Cyanuric Acid,40.0,160.16
7.46,108,5,296,110,10000,chlorine,Dichlor 56%,3.0,5.0
7.64,67,4,318,32,5000,chlorine,Calcium Hypochlorite 67%,1.0,1.0
7.46,84,4,242,32,1000,chlorine,Lithium Hypochlorite 35%,3.0,1.2
7.6,91,4,224,41,100000,ph,Sodium Carbonate,7.4,60.0
7.41,118,5,271,56,5000,chlorine,Calcium Hypochlorite 75%,3.0,4.47
7.28,167,4,291,8,50000,chlorine,Lithium Hypochlorite 35%,3.0,60.0
7.46,105,5,268,35,10000,chlorine,Sodium Thiosulfate,3.0,10.52
7.58,85,4,295,46,5000,alkalinity,Muriatic Acid,80.0,217.3
7.13,114,4,202,43,5000,ph,Muriatic Acid,7.4,75.0
7.56,112,5,390,34,20000,alkalinity,Sodium Bicarbonate,80.0,179.0
7.59,88,4,255,33,10000,chlorine,Lithium Hypochlorite 35%,3.0,8.0
6.83,116,9,143,48,5000,chlorine,Trichlor 90%,1.0,0.75
7.74,92,5,301,66,1000,alkalinity,Muriatic Acid,80.0,23.0
6.98,113,5,345,35,400,chlorine,Dichlor 56%,3.0,0.2
8.09,107,4,305,45,20000,chlorine,Dichlor 56%,3.0,5.0
7.41,107,4,262,37,100000,chlorine,Lithium Hypochlorite 35%,3.0,120.0
7.42,103,5,317,45,10000,chlorine,Dichlor 62%,3.0,8.01
7.47,100,4,483,40,50000,chlorine,Trichlor 90%,3.0,15.0
7.47,107,4,347,35,100000,chlorine,Trichlor 90%,3.0,15.0
7.44,103,4,315,20,1000,ph,Sodium Carbonate,7.4,0.3
7.59,88,4,368,36,400,alkalinity,Muriatic Acid,80.0,12.25
7.31,99,4,293,85,20000,chlorine,Sodium Thiosulfate,3.0,36.82
8.07,90,4,373,42,50000,alkalinity,Sodium Bicarbonate,80.0,448.0
7.46,123,4,543,34,50000,chlorine,Sodium Thiosulfate,3.0,65.7
7.48,118,4,328,37,400,ph,Muriatic Acid,7.4,6.0
7.54,83,4,203,36,400,chlorine,Calcium Hypochlorite 75%,3.0,0.12
7.49,118,4,230,39,1000,chlorine,Lithium Hypochlorite 35%,1.0,0.4
7.42,96,3,379,40,400,ph,Muriatic Acid,7.4,3.6
7.41,86,4,235,48,5000,chlorine,Chlorine Gas,3.0,1.95
7.47,110,4,241,31,20000,chlorine,Sodium Thiosulfate,3.0,26.3
7.42,97,2,651,37,5000,cyanuric_acid,Cyanuric Acid,40.0,80.16
6.59,101,4,346,42,10000,ph,Sodium Hydroxide,7.4,11.0
7.69,89,4,214,50,5000,calcium_hardness,Calcium Chloride (77%),220.0,50.1
7.49,50,3,248,58,100000,chlorine,Dichlor 62%,3.0,80.1
7.46,116,0,349,33,1000,chlorine,Trichlor 90%,3.0,0.45
8.47,82,5,313,32,400,alkalinity,Sodium Bicarbonate,80.0,4.48
7.53,88,2,996,75,20000,alkalinity,Muriatic Acid,80.0,561.9
7.55,113,4,248,4,20000,ph,Sodium Hydroxide,7.4,16.5
7.3,91,4,330,70,5000,chlorine,Trichlor 90%,2.0,1.5
7.55,108,3,206,41,1000,alkalinity,Muriatic Acid,80.0,17.9
7.47,95,4,366,50,1000,alkalinity,Muriatic Acid,80.0,38.4
7.64,103,3,243,36,5000,chlorine,Lithium Hypochlorite 35%,3.0,4.0
7.47,114,5,357,32,400,calcium_hardness,Calcium Chloride (77%),220.0,9.22
7.44,105,5,366,41,400,chlorine,Dichlor 56%,3.0,0.2
7.55,96,4,884,45,400,ph,Sodium Hydroxide,7.4,0.44
7.49,98,3,297,40,400,ph,Sodium Carbonate,7.4,0.36
7.56,88,3,234,31,50000,chlorine,Calcium Hypochlorite 67%,3.0,30.0
7.5,102,5,243,38,100000,chlorine,Calcium Hypochlorite 67%,2.0,40.0
7.6,131,5,259,32,50000,ph,Sodium Carbonate,7.4,60.0
7.43,99,4,543,46,5000,cyanuric_acid,Cyanuric Acid,40.0,26.72
7.43,92,4,202,31,100000,calcium_hardness,Calcium Chloride (77%),220.0,481.6
7.59,97,4,291,57,50000,alkalinity,Muriatic Acid,80.0,1661.4
7.43,86,4,218,46,20000,chlorine,Dichlor 62%,3.0,16.02
7.55,102,4,362,115,400,ph,Sodium Carbonate,7.4,0.36
7.46,117,3,201,41,100000,chlorine,Lithium Hypochlorite 35%,3.0,120.0
7.57,108,1,381,38,10000,ph,Sodium Carbonate,7.4,9.0
7.72,247,3,245,49,1000,chlorine,Dichlor 62%,3.0,0.27
7.46,107,5,225,44,1000,calcium_hardness,Calcium Chloride (77%),220.0,9.61
7.49,118,3,324,31,1000,calcium_hardness,Calcium Chloride (77%),220.0,15.4
7.4,93,5,906,33,400,chlorine,Sodium Thiosulfate,3.0,0.66
7.56,114,5,973,40,400,chlorine,Sodium Hypochlorite 12%,3.0,1.56
7.5,36,5,295,36,400,chlorine,Calcium Hypochlorite 67%,2.0,0.16
7.58,114,4,347,50,5000,alkalinity,Muriatic Acid,80.0,140.5
7.51,90,3,374,48,400,ph,Muriatic Acid,7.4,6.0
7.51,114,4,371,47,100000,chlorine,Trichlor 90%,2.0,30.0
7.42,93,5,317,49,10000,chlorine,Dichlor 56%,3.0,7.5
7.25,158,5,387,57,10000,ph,Sodium Carbonate,7.4,9.0
7.49,94,5,241,39,1000,alkalinity,Muriatic Acid,80.0,35.9
7.47,115,5,539,33,50000,chlorine,Trichlor 90%,1.0,7.5
7.41,118,4,373,45,50000,chlorine,Sodium Hypochlorite 12%,3.0,195.0
7.5,85,5,203,40,100000,alkalinity,Sodium Bicarbonate,80.0,1120.0
7.61,103,3,350,49,5000,alkalinity,Muriatic Acid,80.0,140.5
7.54,115,3,334,40,10000,chlorine,Calcium Hypochlorite 75%,3.0,8.91
7.61,99,3,330,41,1000,alkalinity,Sodium Bicarbonate,80.0,6.72
7.58,85,4,286,7,20000,ph,Sodium Carbonate,7.4,12.0
7.55,97,4,333,79,50000,ph,Sodium Carbonate,7.4,15.0
7.44,113,3,263,45,10000,chlorine,Dichlor 62%,3.0,5.34
7.51,87,4,430,46,10000,chlorine,Dichlor 56%,1.0,2.5
7.52,96,4,245,38,50000,chlorine,Trichlor 90%,3.0,7.5
7.5,125,4,388,35,400,chlorine,Sodium Hypochlorite 12%,1.0,0.52
7.51,150,4,607,47,5000,cyanuric_acid,Cyanuric Acid,40.0,80.16
7.41,95,5,396,42,20000,chlorine,Lithium Hypochlorite 35%,3.0,24.0
7.57,98,5,325,66,50000,chlorine,Calcium Hypochlorite 75%,3.0,44.55
7.45,114,5,367,30,10000,chlorine,Calcium Hypochlorite 67%,3.0,6.0
7.48,110,4,283,42,5000,alkalinity,Muriatic Acid,80.0,89.6
7.77,109,4,336,44,10000,alkalinity,Muriatic Acid,80.0,204.8
7.46,115,3,359,45,20000,calcium_hardness,Calcium Chloride (77%),220.0,352.0
7.55,108,4,284,36,50000,ph,Muriatic Acid,7.4,450.0
7.26,235,4,732,50,1000,alkalinity,Muriatic Acid,80.0,30.7
7.54,105,3,237,47,100000,chlorine,Trichlor 90%,3.0,30.0
7.41,115,3,298,38,50000,calcium_hardness,Calcium Chloride (77%),220.0,241.6
7.51,113,4,234,61,10000,calcium_hardness,Calcium Chloride (77%),220.0,128.16
8.48,63,3,371,50,5000,ph,Sodium Carbonate,7.4,6.0
7.53,94,4,374,34,100000,chlorine,Sodium Hypochlorite 12%,3.0,390.0
7.53,110,5,313,44,10000,chlorine,Calcium Hypochlorite 75%,2.0,5.94
7.59,94,5,243,60,1000,chlorine,Sodium Thiosulfate,3.0,1.82
7.44,109,4,286,37,100000,chlorine,Calcium Hypochlorite 75%,3.0,89.1
7.56,91,5,346,36,50000,chlorine,Calcium Hypochlorite 75%,2.0,29.7
7.5,80,4,265,35,50000,alkalinity,Sodium Bicarbonate,80.0,560.0
7.33,95,5,276,43,10000,ph,Sodium Hydroxide,7.4,2.75
7.58,80,3,595,48,100000,alkalinity,Muriatic Acid,80.0,2812.2
7.47,82,4,266,41,1000,chlorine,Lithium Hypochlorite 35%,2.0,0.8
7.43,86,5,322,44,10000,alkalinity,Sodium Bicarbonate,80.0,179.0
7.54,101,5,260,36,50000,alkalinity,Muriatic Acid,80.0,1277.4
7.4,114,4,357,32,400,alkalinity,Sodium Bicarbonate,80.0,3.59
7.51,96,5,294,36,50000,chlorine,Sodium Thiosulfate,3.0,78.84
7.58,106,4,382,44,5000,ph,Sodium Carbonate,7.4,1.5
6.63,88,7,288,46,1000,ph,Sodium Hydroxide,7.4,0.83
7.48,103,3,353,30,100000,chlorine,Calcium Hypochlorite 75%,1.0,29.7
7.57,83,5,211,43,5000,chlorine,Dichlor 56%,1.0,1.25
7.46,92,5,295,49,400,chlorine,Lithium Hypochlorite 35%,3.0,0.48
7.53,101,3,272,3,10000,calcium_hardness,Calcium Chloride (77%),220.0,160.0
7.52,113,4,288,36,10000,calcium_hardness,Calcium Chloride (77%),220.0,128.16
7.23,85,7,254,35,1000,alkalinity,Muriatic Acid,80.0,25.6
7.59,104,4,322,4,10000,chlorine,Sodium Hypochlorite 12%,2.0,26.0
7.59,92,4,222,47,50000,chlorine,Dichlor 62%,3.0,40.05
7.49,102,3,330,37,10000,chlorine,Chlorine Gas,1.0,1.3
7.41,60,4,249,39,1000,chlorine,Dichlor 56%,3.0,0.25
7.46,108,4,366,40,20000,ph,Sodium Carbonate,7.4,12.0
7.4,111,3,252,40,1000,alkalinity,Sodium Bicarbonate,80.0,15.7
7.51,107,3,342,61,400,chlorine,Chlorine Gas,3.0,0.15
7.54,83,4,202,50,400,cyanuric_acid,Cyanuric Acid,40.0,1.28
7.56,101,4,324,38,5000,ph,Sodium Carbonate,7.4,3.0
7.41,112,4,572,33,5000,chlorine,Sodium Thiosulfate,3.0,3.93
6.84,90,4,330,43,20000,calcium_hardness,Calcium Chloride (77%),220.0,256.0
7.24,90,3,241,44,20000,chlorine,Lithium Hypochlorite 35%,3.0,24.0
7.41,154,4,986,49,5000,alkalinity,Muriatic Acid,80.0,217.3
7.53,70,4,269,49,1000,cyanuric_acid,Cyanuric Acid,40.0,13.28
7.33,105,3,232,39,1000,chlorine,Calcium Hypochlorite 75%,3.0,0.9
7.55,81,3,260,28,100000,ph,Sodium Carbonate,7.4,60.0
7.6,112,4,344,49,20000,ph,Sodium Hydroxide,7.4,11.0
6.51,110,4,269,42,1000,chlorine,Lithium Hypochlorite 35%,3.0,0.4
7.5,112,0,331,42,100000,chlorine,Calcium Hypochlorite 75%,3.0,59.4
7.52,164,4,253,34,1000,chlorine,Chlorine Gas,3.0,0.26
7.98,105,5,391,46,10000,chlorine,Trichlor 90%,3.0,4.5
7.59,63,5,328,38,5000,chlorine,Dichlor 56%,2.0,2.5
7.41,98,4,339,35,400,alkalinity,Muriatic Acid,80.0,12.25
7.55,100,4,312,15,1000,chlorine,Lithium Hypochlorite 35%,3.0,0.8
7.5,86,5,791,42,1000,chlorine,Lithium Hypochlorite 35%,3.0,0.4
7.46,113,4,246,18,50000,calcium_hardness,Calcium Chloride (77%),220.0,641.6
7.5,86,4,267,49,400,alkalinity,Muriatic Acid,80.0,16.35
7.52,116,5,604,34,50000,chlorine,Dichlor 62%,3.0,40.05
7.44,85,2,207,36,50000,alkalinity,Sodium Bicarbonate,80.0,112.0
6.57,68,3,220,49,400,alkalinity,Muriatic Acid,80.0,7.16
7.41,91,4,759,40,1000,chlorine,Calcium Hypochlorite 75%,3.0,0.9
7.5,147,4,251,47,50000,chlorine,Trichlor 90%,3.0,22.5
7.6,83,4,411,34,1000,ph,Muriatic Acid,7.4,12.0
7.59,99,4,276,43,5000,alkalinity,Sodium Bicarbonate,80.0,22.4
7.48,101,3,268,42,5000,chlorine,Sodium Thiosulfate,3.0,9.17
7.43,109,4,986,36,20000,chlorine,Calcium Hypochlorite 67%,3.0,8.0
7.49,110,4,208,78,10000,ph,Sodium Carbonate,7.4,3.0
7.4,82,4,236,43,50000,chlorine,Chlorine Gas,3.0,19.5
7.59,110,2,218,57,20000,cyanuric_acid,Cyanuric Acid,40.0,66.72
7.48,86,3,307,24,100000,chlorine,Calcium Hypochlorite 67%,3.0,20.0
7.43,105,10,257,47,400,alkalinity,Sodium Bicarbonate,80.0,6.28
7.53,108,3,217,45,1000,ph,Sodium Carbonate,7.4,0.9
7.57,84,5,386,40,5000,chlorine,Lithium Hypochlorite 35%,3.0,2.0
7.58,97,3,281,49,100000,alkalinity,Muriatic Acid,80.0,3068.2
7.5,91,5,205,36,20000,alkalinity,Sodium Bicarbonate,80.0,179.0
7.43,111,4,333,7,100000,chlorine,Lithium Hypochlorite 35%,3.0,80.0
7.55,83,4,353,44,100000,alkalinity,Muriatic Acid,80.0,1277.4
7.42,110,4,556,34,50000,chlorine,Sodium Thiosulfate,3.0,91.98
8.0,146,4,281,30,5000,chlorine,Calcium Hypochlorite 67%,1.0,1.0
7.47,83,5,893,5,1000,alkalinity,Sodium Bicarbonate,80.0,11.2
7.6,97,5,395,37,1000,chlorine,Chlorine Gas,3.0,0.26
7.56,35,3,343,1,5000,ph,Muriatic Acid,7.4,90.0
7.51,71,3,335,46,5000,chlorine,Calcium Hypochlorite 75%,1.0,1.49
7.43,109,4,363,34,400,alkalinity,Muriatic Acid,80.0,17.38
7.52,92,4,393,36,400,calcium_hardness,Calcium Chloride (77%),220.0,5.38
7.53,102,4,380,34,400,alkalinity,Sodium Bicarbonate,80.0,7.17
7.44,69,5,362,68,100000,chlorine,Calcium Hypochlorite 67%,1.0,20.0
6.55,104,4,308,45,5000,chlorine,Dichlor 56%,2.0,2.5
7.43,102,3,264,30,400,ph,Muriatic Acid,7.4,4.8
7.49,85,4,374,47,1000,chlorine,Sodium Thiosulfate,3.0,0.78
7.6,112,3,243,48,100000,alkalinity,Muriatic Acid,80.0,1789.4
7.57,87,4,383,50,10000,cyanuric_acid,Cyanuric Acid,40.0,213.44
7.43,98,3,271,61,5000,alkalinity,Sodium Bicarbonate,80.0,11.2
7.6,103,5,381,31,1000,alkalinity,Muriatic Acid,80.0,38.4
7.34,102,5,776,48,1000,alkalinity,Muriatic Acid,80.0,33.3
7.28,100,4,351,33,50000,ph,Muriatic Acid,7.4,450.0
7.59,90,3,237,49,5000,alkalinity,Muriatic Acid,80.0,64.0
7.49,30,2,394,36,20000,ph,Sodium Carbonate,7.4,6.0
7.26,137,5,300,37,20000,alkalinity,Muriatic Acid,80.0,256.0
7.45,84,5,218,33,400,alkalinity,Muriatic Acid,80.0,10.2
7.56,113,5,230,4,50000,calcium_hardness,Calcium Chloride (77%),220.0,801.6
7.59,90,5,642,36,10000,cyanuric_acid,Cyanuric Acid,40.0,53.44
7.37,93,1,377,3,1000,chlorine,Sodium Thiosulfate,3.0,1.3
7.51,92,4,221,39,20000,alkalinity,Muriatic Acid,80.0,510.7
7.6,97,4,300,46,400,chlorine,Dichlor 56%,3.0,0.3
7.59,117,4,278,36,1000,alkalinity,Muriatic Acid,80.0,38.4
7.53,162,4,658,34,100000,chlorine,Trichlor 90%,3.0,45.0
7.54,126,5,336,47,10000,chlorine,Lithium Hypochlorite 35%,3.0,12.0
7.45,134,4,274,6,10000,chlorine,Calcium Hypochlorite 67%,3.0,2.0
7.56,84,3,307,26,20000,chlorine,Sodium Thiosulfate,3.0,15.78
7.6,109,5,307,40,100000,alkalinity,Sodium Bicarbonate,80.0,1120.0
7.44,135,4,991,42,400,chlorine,Chlorine Gas,2.0,0.1
7.53,101,4,861,45,400,cyanuric_acid,Cyanuric Acid,40.0,2.72
7.5,87,5,383,50,1000,alkalinity,Sodium Bicarbonate,80.0,8.97
7.42,116,3,328,18,10000,alkalinity,Muriatic Acid,80.0,459.5
7.5,98,4,213,34,10000,alkalinity,Sodium Bicarbonate,80.0,89.6
7.59,119,5,228,4,10000,chlorine,Calcium Hypochlorite 75%,3.0,8.91
7.38,93,3,342,35,20000,ph,Sodium Carbonate,7.4,24.0
7.44,76,3,280,17,5000,chlorine,Trichlor 90%,3.0,2.25
7.44,116,4,280,36,1000,alkalinity,Muriatic Acid,80.0,12.8
7.41,89,0,212,48,100000,chlorine,Lithium Hypochlorite 35%,3.0,120.0
7.53,151,3,653,49,5000,chlorine,Sodium Thiosulfate,3.0,7.86
7.71,108,4,245,39,10000,chlorine,Trichlor 90%,3.0,3.0
7.42,94,4,219,47,5000,chlorine,Lithium Hypochlorite 35%,1.0,2.0
7.52,93,4,293,37,400,chlorine,Dichlor 56%,3.0,0.3
7.51,87,4,734,38,10000,chlorine,Sodium Thiosulfate,3.0,10.52
7.52,105,5,339,47,5000,chlorine,Sodium Hypochlorite 12%,3.0,19.5
7.69,86,3,234,34,100000,chlorine,Calcium Hypochlorite 75%,3.0,89.1
7.42,92,5,306,41,400,ph,Sodium Hydroxide,7.4,0.44
7.51,98,5,307,6,20000,chlorine,Sodium Hypochlorite 12%,3.0,78.0
7.55,84,5,131,40,1000,chlorine,Calcium Hypochlorite 67%,3.0,0.6
7.44,95,4,367,42,100000,chlorine,Calcium Hypochlorite 75%,3.0,29.7
7.49,84,4,225,32,1000,chlorine,Calcium Hypochlorite 75%,3.0,0.9
7.41,245,4,373,32,20000,chlorine,Calcium Hypochlorite 75%,3.0,17.82
7.73,100,4,535,48,50000,ph,Sodium Carbonate,7.4,60.0
7.46,244,4,248,38,100000,calcium_hardness,Calcium Chloride (77%),220.0,961.6
7.69,106,4,320,48,5000,chlorine,Dichlor 56%,3.0,3.75
7.59,101,4,218,32,5000,alkalinity,Sodium Bicarbonate,80.0,89.6
7.5,129,5,239,40,5000,alkalinity,Muriatic Acid,80.0,76.8
7.59,119,5,322,42,1000,alkalinity,Muriatic Acid,80.0,23.0
7.28,92,4,373,33,20000,alkalinity,Sodium Bicarbonate,80.0,89.6
7.53,110,3,944,35,5000,ph,Sodium Carbonate,7.4,4.5
7.46,87,3,319,41,10000,chlorine,Lithium Hypochlorite 35%,3.0,12.0
7.28,96,4,133,85,400,chlorine,Chlorine Gas,1.0,0.05
7.46,88,5,395,36,10000,ph,Muriatic Acid,7.4,120.0
7.59,89,4,553,36,20000,alkalinity,Muriatic Acid,80.0,613.1
7.53,84,1,271,46,10000,alkalinity,Muriatic Acid,80.0,256.0
7.44,97,5,346,45,100000,alkalinity,Sodium Bicarbonate,80.0,895.0
7.41,93,4,359,42,400,chlorine,Sodium Hypochlorite 12%,3.0,1.56
7.54,89,4,308,35,1000,ph,Sodium Carbonate,7.4,0.3
7.42,119,5,346,21,5000,cyanuric_acid,Cyanuric Acid,40.0,26.72
7.6,83,3,208,30,10000,ph,Muriatic Acid,7.4,120.0
7.44,141,4,310,44,5000,alkalinity,Muriatic Acid,80.0,64.0
7.46,37,4,520,46,1000,cyanuric_acid,Cyanuric Acid,40.0,26.72
7.55,112,5,248,30,100000,alkalinity,Muriatic Acid,80.0,1789.4
7.56,81,4,237,46,1000,calcium_hardness,Calcium Chloride (77%),220.0,17.3
7.41,92,2,244,6,10000,alkalinity,Sodium Bicarbonate,80.0,22.4
7.49,103,4,134,72,10000,ph,Sodium Carbonate,7.4,6.0
7.48,116,3,739,42,1000,alkalinity,Sodium Bicarbonate,80.0,2.24
7.4,89,3,350,49,50000,ph,Sodium Hydroxide,7.4,13.75
7.49,131,5,208,47,400,ph,Muriatic Acid,7.4,3.6
7.54,122,4,313,38,1000,alkalinity,Muriatic Acid,80.0,40.9
7.44,105,3,305,31,20000,alkalinity,Muriatic Acid,80.0,256.0
7.58,88,3,294,39,20000,chlorine,Trichlor 90%,3.0,6.0
7.46,32,3,228,35,1000,ph,Muriatic Acid,7.4,15.0
7.5,110,4,644,41,50000,cyanuric_acid,Cyanuric Acid,40.0,133.6
7.55,103,5,219,47,20000,chlorine,Calcium Hypochlorite 75%,3.0,11.88
7.52,142,3,334,30,1000,alkalinity,Muriatic Acid,80.0,20.5
7.45,105,3,343,142,400,ph,Sodium Hydroxide,7.4,0.11
7.45,80,4,343,134,50000,alkalinity,Sodium Bicarbonate,80.0,895.0
7.43,108,5,288,33,10000,chlorine,Sodium Hypochlorite 12%,2.0,26.0
7.47,146,5,341,62,20000,chlorine,Dichlor 62%,3.0,5.34
7.46,92,4,223,48,100000,chlorine,Dichlor 56%,1.0,25.0
7.54,105,4,238,40,10000,ph,Sodium Hydroxide,7.4,2.75
7.51,97,3,285,44,10000,alkalinity,Muriatic Acid,80.0,204.8
7.59,94,4,338,49,400,chlorine,Dichlor 62%,3.0,0.22
7.53,117,3,310,37,1000,chlorine,Sodium Hypochlorite 12%,1.0,1.3
7.46,109,3,216,8,50000,alkalinity,Muriatic Acid,80.0,1533.4
7.52,115,5,252,41,5000,chlorine,Calcium Hypochlorite 75%,3.0,1.49
8.35,111,3,348,45,5000,chlorine,Sodium Hypochlorite 12%,3.0,19.5
7.57,112,4,232,42,100000,chlorine,Calcium Hypochlorite 75%,3.0,89.1
7.44,86,4,384,32,50000,chlorine,Calcium Hypochlorite 67%,2.0,20.0
7.56,79,3,256,43,100000,chlorine,Chlorine Gas,3.0,39.0
7.6,85,5,258,49,20000,chlorine,Dichlor 56%,3.0,15.0
7.38,175,4,385,39,10000,chlorine,Dichlor 56%,3.0,7.5
7.43,111,4,168,39,400,alkalinity,Sodium Bicarbonate,80.0,4.48
7.5,104,6,292,34,5000,calcium_hardness,Calcium Chloride (77%),220.0,45.09
7.46,101,4,296,17,10000,alkalinity,Sodium Bicarbonate,80.0,112.0
7.39,105,3,313,78,400,calcium_hardness,Calcium Chloride (77%),220.0,6.15
7.57,214,5,242,50,50000,chlorine,Sodium Thiosulfate,3.0,39.42
7.47,91,5,217,38,100000,ph,Sodium Carbonate,7.4,120.0
7.54,113,5,590,44,5000,chlorine,Chlorine Gas,2.0,1.3
7.51,82,8,268,44,5000,calcium_hardness,Calcium Chloride (77%),220.0,40.08
7.51,72,3,890,96,1000,chlorine,Lithium Hypochlorite 35%,1.0,0.4
7.5,96,4,565,41,10000,chlorine,Lithium Hypochlorite 35%,2.0,8.0
8.5,203,5,104,18,5000,chlorine,Lithium Hypochlorite 35%,3.0,6.0
7.56,91,5,246,45,5000,chlorine,Chlorine Gas,3.0,1.95
7.52,96,5,381,41,5000,cyanuric_acid,Cyanuric Acid,40.0,53.44
7.51,83,4,200,48,20000,alkalinity,Sodium Bicarbonate,80.0,224.0
6.97,105,3,346,50,400,chlorine,Calcium Hypochlorite 75%,2.0,0.24
8.3,91,2,336,39,10000,ph,Sodium Carbonate,7.4,12.0
7.47,112,4,354,42,1000,ph,Sodium Carbonate,7.4,0.9
7.49,90,4,339,33,100000,alkalinity,Muriatic Acid,80.0,1533.4
7.52,116,4,243,37,100000,cyanuric_acid,Cyanuric Acid,40.0,8.35
7.42,90,3,279,47,1000,chlorine,Sodium Hypochlorite 12%,3.0,1.3
7.59,91,4,243,43,1000,alkalinity,Sodium Bicarbonate,80.0,13.4
7.42,89,5,251,42,400,chlorine,Sodium Thiosulfate,3.0,0.66
7.43,95,4,224,79,20000,chlorine,Sodium Hypochlorite 12%,3.0,78.0
7.46,114,4,220,30,20000,alkalinity,Sodium Bicarbonate,80.0,134.0
7.06,91,4,221,30,400,ph,Sodium Hydroxide,7.4,0.11
7.45,85,4,239,43,10000,chlorine,Dichlor 56%,3.0,5.0
7.44,70,3,962,49,400,alkalinity,Muriatic Acid,80.0,8.18
7.62,119,4,318,36,10000,ph,Muriatic Acid,7.4,150.0
7.44,104,4,320,43,20000,ph,Sodium Hydroxide,7.4,16.5
7.5,118,8,208,34,400,calcium_hardness,Calcium Chloride (77%),220.0,8.46
7.49,118,4,441,41,50000,ph,Sodium Hydroxide,7.4,13.75
7.57,88,3,378,69,1000,chlorine,Sodium Hypochlorite 12%,3.0,2.6
7.45,84,4,290,42,400,alkalinity,Muriatic Acid,80.0,5.11
7.52,96,3,980,41,100000,chlorine,Calcium Hypochlorite 67%,3.0,60.0
7.58,82,4,965,32,100000,calcium_hardness,Calcium Chloride (77%),220.0,1920.0
7.55,101,5,669,50,400,chlorine,Calcium Hypochlorite 75%,3.0,0.24
7.59,119,3,263,35,20000,chlorine,Calcium Hypochlorite 67%,3.0,12.0
7.56,113,4,221,35,5000,chlorine,Sodium Hypochlorite 12%,3.0,6.5
7.42,97,4,560,35,1000,alkalinity,Sodium Bicarbonate,80.0,2.24
7.11,85,1,775,50,5000,alkalinity,Sodium Bicarbonate,80.0,44.8
7.57,103,5,193,55,20000,chlorine,Calcium Hypochlorite 67%,3.0,12.0
7.5,116,4,297,32,5000,alkalinity,Sodium Bicarbonate,80.0,78.9
7.47,91,5,291,35,50000,ph,Muriatic Acid,7.4,900.0
7.45,108,5,327,31,50000,chlorine,Chlorine Gas,2.0,13.0
7.42,117,4,215,20,400,ph,Sodium Carbonate,7.4,0.12
7.63,104,4,511,49,50000,chlorine,Sodium Hypochlorite 12%,3.0,65.0
7.48,98,4,391,48,400,chlorine,Trichlor 90%,3.0,0.12
