sample-data.csv
ph,alkalinity,chlorine,calcium_hardness,cyanuric_acid,pool_volume,parameter,chemical,target,dosage
7.4,80,2,200,30,20000,chlorine,Dichlor 62%,3,5.34
7.4,80,0,200,30,50000,chlorine,Dichlor 62%,3,40.05
7.4,80,1,200,30,50000,chlorine,Dichlor 62%,3,26.70
7.4,80,2,200,30,50000,chlorine,Dichlor 62%,3,13.35
7.4,80,0,200,30,100000,chlorine,Dichlor 62%,3,80.10
7.4,80,1,200,30,100000,chlorine,Dichlor 62%,3,53.40
7.4,80,2,200,30,100000,chlorine,Dichlor 62%,3,26.70
7.4,80,6,200,30,400,chlorine,Sodium Thiosulfate,3,0.33
7.4,80,7,200,30,400,chlorine,Sodium Thiosulfate,3,0.44
7.4,80,8,200,30,400,chlorine,Sodium Thiosulfate,3,0.55
7.4,80,9,200,30,400,chlorine,Sodium Thiosulfate,3,0.66
7.4,80,10,200,30,400,chlorine,Sodium Thiosulfate,3,0.77
7.4,80,6,200,30,1000,chlorine,Sodium Thiosulfate,3,0.78
7.4,80,7,200,30,1000,chlorine,Sodium Thiosulfate,3,1.04
7.4,80,8,200,30,1000,chlorine,Sodium Thiosulfate,3,1.30
7.4,80,9,200,30,1000,chlorine,Sodium Thiosulfate,3,1.56
7.4,80,10,200,30,1000,chlorine,Sodium Thiosulfate,3,1.82
7.4,80,6,200,30,5000,chlorine,Sodium Thiosulfate,3,3.93
7.4,80,7,200,30,5000,chlorine,Sodium Thiosulfate,3,5.24
7.4,80,8,200,30,5000,chlorine,Sodium Thiosulfate,3,6.55
7.4,80,9,200,30,5000,chlorine,Sodium Thiosulfate,3,7.86
7.4,80,10,200,30,5000,chlorine,Sodium Thiosulfate,3,9.17
7.4,80,6,200,30,10000,chlorine,Sodium Thiosulfate,3,7.89
7.4,80,7,200,30,10000,chlorine,Sodium Thiosulfate,3,10.52
7.4,80,8,200,30,10000,chlorine,Sodium Thiosulfate,3,13.15
7.4,80,9,200,30,10000,chlorine,Sodium Thiosulfate,3,15.78
7.4,80,10,200,30,10000,chlorine,Sodium Thiosulfate,3,18.41
7.4,80,6,200,30,20000,chlorine,Sodium Thiosulfate,3,15.78
7.4,80,7,200,30,20000,chlorine,Sodium Thiosulfate,3,21.04
7.4,80,8,200,30,20000,chlorine,Sodium Thiosulfate,3,26.30
7.4,80,9,200,30,20000,chlorine,Sodium Thiosulfate,3,31.56
7.4,80,10,200,30,20000,chlorine,Sodium Thiosulfate,3,36.82
7.4,80,6,200,30,50000,chlorine,Sodium Thiosulfate,3,39.42
7.4,80,7,200,30,50000,chlorine,Sodium Thiosulfate,3,52.56
7.4,80,8,200,30,50000,chlorine,Sodium Thiosulfate,3,65.70
7.4,80,9,200,30,50000,chlorine,Sodium Thiosulfate,3,78.84
7.4,80,10,200,30,50000,chlorine,Sodium Thiosulfate,3,91.98
7.4,80,6,200,30,100000,chlorine,Sodium Thiosulfate,3,78.72
7.4,80,7,200,30,100000,chlorine,Sodium Thiosulfate,3,104.96
7.4,80,8,200,30,100000,chlorine,Sodium Thiosulfate,3,131.20
7.4,80,9,200,30,100000,chlorine,Sodium Thiosulfate,3,157.44
7.4,80,10,200,30,100000,chlorine,Sodium Thiosulfate,3,183.68
7.0,90,3,200,30,400,ph,Sodium Carbonate,7.4,0.48
7.1,87.5,3,200,30,400,ph,Sodium Carbonate,7.4,0.36
7.2,85,3,200,30,400,ph,Sodium Carbonate,7.4,0.24
7.3,82.5,3,200,30,400,ph,Sodium Carbonate,7.4,0.12
7.0,90,3,200,30,1000,ph,Sodium Carbonate,7.4,1.20
7.1,87.5,3,200,30,1000,ph,Sodium Carbonate,7.4,0.90
7.2,85,3,200,30,1000,ph,Sodium Carbonate,7.4,0.60
7.3,82.5,3,200,30,1000,ph,Sodium Carbonate,7.4,0.30
7.0,90,3,200,30,5000,ph,Sodium Carbonate,7.4,6.00
7.1,87.5,3,200,30,5000,ph,Sodium Carbonate,7.4,4.50
7.2,85,3,200,30,5000,ph,Sodium Carbonate,7.4,3.00
7.3,82.5,3,200,30,5000,ph,Sodium Carbonate,7.4,1.50
7.0,90,3,200,30,10000,ph,Sodium Carbonate,7.4,12.00
7.1,87.5,3,200,30,10000,ph,Sodium Carbonate,7.4,9.00
7.2,85,3,200,30,10000,ph,Sodium Carbonate,7.4,6.00
7.3,82.5,3,200,30,10000,ph,Sodium Carbonate,7.4,3.00
7.0,90,3,200,30,20000,ph,Sodium Carbonate,7.4,24.00
7.1,87.5,3,200,30,20000,ph,Sodium Carbonate,7.4,18.00
7.2,85,3,200,30,20000,ph,Sodium Carbonate,7.4,12.00
7.3,82.5,3,200,30,20000,ph,Sodium Carbonate,7.4,6.00
7.0,90,3,200,30,50000,ph,Sodium Carbonate,7.4,60.00
7.1,87.5,3,200,30,50000,ph,Sodium Carbonate,7.4,45.00
7.2,85,3,200,30,50000,ph,Sodium Carbonate,7.4,30.00
7.3,82.5,3,200,30,50000,ph,Sodium Carbonate,7.4,15.00
7.0,90,3,200,30,100000,ph,Sodium Carbonate,7.4,120.00
7.1,87.5,3,200,30,100000,ph,Sodium Carbonate,7.4,90.00
7.2,85,3,200,30,100000,ph,Sodium Carbonate,7.4,60.00
7.3,82.5,3,200,30,100000,ph,Sodium Carbonate,7.4,30.00
7.0,90,3,200,30,400,ph,Sodium Carbonate,7.4,0.48
7.1,87.5,3,200,30,400,ph,Sodium Carbonate,7.4,0.36
7.2,85,3,200,30,400,ph,Sodium Carbonate,7.4,0.24
7.3,82.5,3,200,30,400,ph,Sodium Carbonate,7.4,0.12
7.0,80,3,200,30,400,ph,Sodium Hydroxide,7.4,0.44
7.1,80,3,200,30,400,ph,Sodium Hydroxide,7.4,0.33
7.2,80,3,200,30,400,ph,Sodium Hydroxide,7.4,0.22
7.3,80,3,200,30,400,ph,Sodium Hydroxide,7.4,0.11
7.0,90,3,200,30,1000,ph,Sodium Carbonate,7.4,1.20
7.1,87.5,3,200,30,1000,ph,Sodium Carbonate,7.4,0.90
7.2,85,3,200,30,1000,ph,Sodium Carbonate,7.4,0.60
7.3,82.5,3,200,30,1000,ph,Sodium Carbonate,7.4,0.30
7.0,80,3,200,30,1000,ph,Sodium Hydroxide,7.4,30
7.1,80,3,200,30,1000,ph,Sodium Hydroxide,7.4,0.83
7.2,80,3,200,30,1000,ph,Sodium Hydroxide,7.4,0.55
7.3,80,3,200,30,1000,ph,Sodium Hydroxide,7.4,0.28
7.0,90,3,200,30,5000,ph,Sodium Carbonate,7.4,6.00
7.1,87.5,3,200,30,5000,ph,Sodium Carbonate,7.4,4.50
7.2,85,3,200,30,5000,ph,Sodium Carbonate,7.4,3.00
7.3,82.5,3,200,30,5000,ph,Sodium Carbonate,7.4,1.50
7.0,80,3,200,30,5000,ph,Sodium Hydroxide,7.4,5.50
7.1,80,3,200,30,5000,ph,Sodium Hydroxide,7.4,4.13
7.2,80,3,200,30,5000,ph,Sodium Hydroxide,7.4,2.75
7.3,80,3,200,30,5000,ph,Sodium Hydroxide,7.4,1.38
7.0,90,3,200,30,10000,ph,Sodium Carbonate,7.4,12.00
7.1,87.5,3,200,30,10000,ph,Sodium Carbonate,7.4,9.00
7.2,85,3,200,30,10000,ph,Sodium Carbonate,7.4,6.00
7.3,82.5,3,200,30,10000,ph,Sodium Carbonate,7.4,3.00
7.0,80,3,200,30,10000,ph,Sodium Hydroxide,7.4,11.00
7.1,80,3,200,30,10000,ph,Sodium Hydroxide,7.4,8.25
7.2,80,3,200,30,10000,ph,Sodium Hydroxide,7.4,5.50
7.3,80,3,200,30,10000,ph,Sodium Hydroxide,7.4,2.75
7.0,90,3,200,30,20000,ph,Sodium Carbonate,7.4,24.00
7.1,87.5,3,200,30,20000,ph,Sodium Carbonate,7.4,18.00
7.2,85,3,200,30,20000,ph,Sodium Carbonate,7.4,12.00
7.3,82.5,3,200,30,20000,ph,Sodium Carbonate,7.4,6.00
7.0,80,3,200,30,20000,ph,Sodium Hydroxide,7.4,22.00
7.1,80,3,200,30,20000,ph,Sodium Hydroxide,7.4,16.50
7.2,80,3,200,30,20000,ph,Sodium Hydroxide,7.4,11.00
7.3,80,3,200,30,20000,ph,Sodium Hydroxide,7.4,5.50
7.0,90,3,200,30,50000,ph,Sodium Carbonate,7.4,60.00
7.1,87.5,3,200,30,50000,ph,Sodium Carbonate,7.4,45.00
7.2,85,3,200,30,50000,ph,Sodium Carbonate,7.4,30.00
7.3,82.5,3,200,30,50000,ph,Sodium Carbonate,7.4,15.00
7.0,80,3,200,30,50000,ph,Sodium Hydroxide,7.4,55.00
7.1,80,3,200,30,50000,ph,Sodium Hydroxide,7.4,41.25
7.2,80,3,200,30,50000,ph,Sodium Hydroxide,7.4,27.50
7.3,80,3,200,30,50000,ph,Sodium Hydroxide,7.4,13.75
7.0,90,3,200,30,100000,ph,Sodium Carbonate,7.4,120.00
7.1,87.5,3,200,30,100000,ph,Sodium Carbonate,7.4,90.00
7.2,85,3,200,30,100000,ph,Sodium Carbonate,7.4,60.00
7.3,82.5,3,200,30,100000,ph,Sodium Carbonate,7.4,30.00
7.0,80,3,200,30,100000,ph,Sodium Hydroxide,7.4,110.00
7.1,80,3,200,30,100000,ph,Sodium Hydroxide,7.4,82.50
7.2,80,3,200,30,100000,ph,Sodium Hydroxide,7.4,55.00
7.3,80,3,200,30,100000,ph,Sodium Hydroxide,7.4,27.50
7.7,72.5,3,200,30,400,ph,Muriatic Acid,7.4,3.6
7.8,70,3,200,30,400,ph,Muriatic Acid,7.4,4.8
7.9,67.5,3,200,30,400,ph,Muriatic Acid,7.4,6.0
8.0,65,3,200,30,400,ph,Muriatic Acid,7.4,7.2
7.7,72.5,3,200,30,1000,ph,Muriatic Acid,7.4,9.0
7.8,70,3,200,30,1000,ph,Muriatic Acid,7.4,12.0
7.9,67.5,3,200,30,1000,ph,Muriatic Acid,7.4,15.0
8.0,65,3,200,30,1000,ph,Muriatic Acid,7.4,18.0
7.7,72.5,3,200,30,5000,ph,Muriatic Acid,7.4,45.0
7.8,70,3,200,30,5000,ph,Muriatic Acid,7.4,60.0
7.9,67.5,3,200,30,5000,ph,Muriatic Acid,7.4,75.0
8.0,65,3,200,30,5000,ph,Muriatic Acid,7.4,90.0
7.7,72.5,3,200,30,10000,ph,Muriatic Acid,7.4,90.0
7.8,70,3,200,30,10000,ph,Muriatic Acid,7.4,120.0
7.9,67.5,3,200,30,10000,ph,Muriatic Acid,7.4,150.0
8.0,65,3,200,30,10000,ph,Muriatic Acid,7.4,180.0
7.7,72.5,3,200,30,20000,ph,Muriatic Acid,7.4,180.0
7.8,70,3,200,30,20000,ph,Muriatic Acid,7.4,240.0
7.9,67.5,3,200,30,20000,ph,Muriatic Acid,7.4,300.0
8.0,65,3,200,30,20000,ph,Muriatic Acid,7.4,360.0
7.7,72.5,3,200,30,50000,ph,Muriatic Acid,7.4,450.0
7.8,70,3,200,30,50000,ph,Muriatic Acid,7.4,600.0
7.9,67.5,3,200,30,50000,ph,Muriatic Acid,7.4,750.0
8.0,65,3,200,30,50000,ph,Muriatic Acid,7.4,900.0
7.7,72.5,3,200,30,100000,ph,Muriatic Acid,7.4,900.0
7.8,70,3,200,30,100000,ph,Muriatic Acid,7.4,1200.0
7.9,67.5,3,200,30,100000,ph,Muriatic Acid,7.4,1500.0
8.0,65,3,200,30,100000,ph,Muriatic Acid,7.4,1800.0
7.4,130,3,200,30,400,alkalinity,Muriatic Acid,80,5.11
7.4,140,3,200,30,400,alkalinity,Muriatic Acid,80,6.13
7.4,150,3,200,30,400,alkalinity,Muriatic Acid,80,7.16
7.4,160,3,200,30,400,alkalinity,Muriatic Acid,80,8.18
7.4,170,3,200,30,400,alkalinity,Muriatic Acid,80,9.20
7.4,180,3,200,30,400,alkalinity,Muriatic Acid,80,10.20
7.4,190,3,200,30,400,alkalinity,Muriatic Acid,80,11.22
7.4,200,3,200,30,400,alkalinity,Muriatic Acid,80,12.25
7.4,210,3,200,30,400,alkalinity,Muriatic Acid,80,13.27
7.4,220,3,200,30,400,alkalinity,Muriatic Acid,80,14.29
7.4,230,3,200,30,400,alkalinity,Muriatic Acid,80,15.32
7.4,240,3,200,30,400,alkalinity,Muriatic Acid,80,16.35
7.4,250,3,200,30,400,alkalinity,Muriatic Acid,80,17.38
7.4,130,3,200,30,1000,alkalinity,Muriatic Acid,80,12.8
7.4,140,3,200,30,1000,alkalinity,Muriatic Acid,80,15.3
7.4,150,3,200,30,1000,alkalinity,Muriatic Acid,80,17.9
7.4,160,3,200,30,1000,alkalinity,Muriatic Acid,80,20.5
7.4,170,3,200,30,1000,alkalinity,Muriatic Acid,80,23.0
7.4,180,3,200,30,1000,alkalinity,Muriatic Acid,80,25.6
7.4,190,3,200,30,1000,alkalinity,Muriatic Acid,80,28.2
7.4,200,3,200,30,1000,alkalinity,Muriatic Acid,80,30.7
7.4,210,3,200,30,1000,alkalinity,Muriatic Acid,80,33.3
7.4,220,3,200,30,1000,alkalinity,Muriatic Acid,80,35.9
7.4,230,3,200,30,1000,alkalinity,Muriatic Acid,80,38.4
7.4,240,3,200,30,1000,alkalinity,Muriatic Acid,80,40.9
7.4,250,3,200,30,1000,alkalinity,Muriatic Acid,80,43.5
7.4,130,3,200,30,5000,alkalinity,Muriatic Acid,80,64.0
7.4,140,3,200,30,5000,alkalinity,Muriatic Acid,80,76.8
7.4,150,3,200,30,5000,alkalinity,Muriatic Acid,80,89.6
7.4,160,3,200,30,5000,alkalinity,Muriatic Acid,80,102.4
7.4,170,3,200,30,5000,alkalinity,Muriatic Acid,80,114.9
7.4,180,3,200,30,5000,alkalinity,Muriatic Acid,80,127.7
7.4,190,3,200,30,5000,alkalinity,Muriatic Acid,80,140.5
7.4,200,3,200,30,5000,alkalinity,Muriatic Acid,80,153.3
7.4,210,3,200,30,5000,alkalinity,Muriatic Acid,80,166.1
7.4,220,3,200,30,5000,alkalinity,Muriatic Acid,80,178.9
7.4,230,3,200,30,5000,alkalinity,Muriatic Acid,80,191.7
7.4,240,3,200,30,5000,alkalinity,Muriatic Acid,80,204.5
7.4,250,3,200,30,5000,alkalinity,Muriatic Acid,80,217.3
7.4,130,3,200,30,10000,alkalinity,Muriatic Acid,80,204.8
7.4,140,3,200,30,10000,alkalinity,Muriatic Acid,80,230.4
7.4,150,3,200,30,10000,alkalinity,Muriatic Acid,80,256.0
7.4,160,3,200,30,10000,alkalinity,Muriatic Acid,80,281.6
7.4,170,3,200,30,10000,alkalinity,Muriatic Acid,80,307.2
7.4,180,3,200,30,10000,alkalinity,Muriatic Acid,80,332.8
7.4,190,3,200,30,10000,alkalinity,Muriatic Acid,80,358.4
7.4,200,3,200,30,10000,alkalinity,Muriatic Acid,80,384.0
7.4,210,3,200,30,10000,alkalinity,Muriatic Acid,80,409.6
7.4,220,3,200,30,10000,alkalinity,Muriatic Acid,80,435.2
7.4,230,3,200,30,10000,alkalinity,Muriatic Acid,80,459.5
7.4,240,3,200,30,10000,alkalinity,Muriatic Acid,80,485.1
7.4,250,3,200,30,10000,alkalinity,Muriatic Acid,80,510.7
7.4,130,3,200,30,20000,alkalinity,Muriatic Acid,80,256.0
7.4,140,3,200,30,20000,alkalinity,Muriatic Acid,80,307.2
7.4,150,3,200,30,20000,alkalinity,Muriatic Acid,80,358.4
7.4,160,3,200,30,20000,alkalinity,Muriatic Acid,80,409.6
7.4,170,3,200,30,20000,alkalinity,Muriatic Acid,80,459.5
7.4,180,3,200,30,20000,alkalinity,Muriatic Acid,80,510.7
7.4,190,3,200,30,20000,alkalinity,Muriatic Acid,80,561.9
7.4,200,3,200,30,20000,alkalinity,Muriatic Acid,80,613.1
7.4,210,3,200,30,20000,alkalinity,Muriatic Acid,80,664.3
7.4,220,3,200,30,20000,alkalinity,Muriatic Acid,80,715.5
7.4,230,3,200,30,20000,alkalinity,Muriatic Acid,80,766.7
7.4,240,3,200,30,20000,alkalinity,Muriatic Acid,80,817.9
7.4,250,3,200,30,20000,alkalinity,Muriatic Acid,80,869.1
7.4,130,3,200,30,50000,alkalinity,Muriatic Acid,80,638.7
7.4,140,3,200,30,50000,alkalinity,Muriatic Acid,80,766.7
7.4,150,3,200,30,50000,alkalinity,Muriatic Acid,80,894.7
7.4,160,3,200,30,50000,alkalinity,Muriatic Acid,80,1022.7
7.4,170,3,200,30,50000,alkalinity,Muriatic Acid,80,1150.7
7.4,180,3,200,30,50000,alkalinity,Muriatic Acid,80,1277.4
7.4,190,3,200,30,50000,alkalinity,Muriatic Acid,80,1405.4
7.4,200,3,200,30,50000,alkalinity,Muriatic Acid,80,1533.4
7.4,210,3,200,30,50000,alkalinity,Muriatic Acid,80,1661.4
7.4,220,3,200,30,50000,alkalinity,Muriatic Acid,80,1789.4
7.4,230,3,200,30,50000,alkalinity,Muriatic Acid,80,1917.4
7.4,240,3,200,30,50000,alkalinity,Muriatic Acid,80,2045.4
7.4,250,3,200,30,50000,alkalinity,Muriatic Acid,80,2173.4
7.4,130,3,200,30,100000,alkalinity,Muriatic Acid,80,1277.4
7.4,140,3,200,30,100000,alkalinity,Muriatic Acid,80,1533.4
7.4,150,3,200,30,100000,alkalinity,Muriatic Acid,80,1789.4
7.4,160,3,200,30,100000,alkalinity,Muriatic Acid,80,2045.4
7.4,170,3,200,30,100000,alkalinity,Muriatic Acid,80,2301.4
7.4,180,3,200,30,100000,alkalinity,Muriatic Acid,80,2556.2
7.4,190,3,200,30,100000,alkalinity,Muriatic Acid,80,2812.2
7.4,200,3,200,30,100000,alkalinity,Muriatic Acid,80,3068.2
7.4,210,3,200,30,100000,alkalinity,Muriatic Acid,80,3324.2
7.4,220,3,200,30,100000,alkalinity,Muriatic Acid,80,3580.2
7.4,230,3,200,30,100000,alkalinity,Muriatic Acid,80,3836.2
7.4,240,3,200,30,100000,alkalinity,Muriatic Acid,80,4092.2
7.4,250,3,200,30,100000,alkalinity,Muriatic Acid,80,4348.2
7.4,0,3,200,30,400,alkalinity,Sodium Bicarbonate,80,7.17
7.4,10,3,200,30,400,alkalinity,Sodium Bicarbonate,80,6.28
7.4,20,3,200,30,400,alkalinity,Sodium Bicarbonate,80,5.38
7.4,30,3,200,30,400,alkalinity,Sodium Bicarbonate,80,4.48
7.4,40,3,200,30,400,alkalinity,Sodium Bicarbonate,80,3.59
7.4,50,3,200,30,400,alkalinity,Sodium Bicarbonate,80,2.69
7.4,60,3,200,30,400,alkalinity,Sodium Bicarbonate,80,1.79
7.4,70,3,200,30,400,alkalinity,Sodium Bicarbonate,80,0.90
7.4,0,3,200,30,1000,alkalinity,Sodium Bicarbonate,80,17.9
7.4,10,3,200,30,1000,alkalinity,Sodium Bicarbonate,80,15.7
7.4,20,3,200,30,1000,alkalinity,Sodium Bicarbonate,80,13.4
7.4,30,3,200,30,1000,alkalinity,Sodium Bicarbonate,80,11.2
7.4,40,3,200,30,1000,alkalinity,Sodium Bicarbonate,80,8.97
7.4,50,3,200,30,1000,alkalinity,Sodium Bicarbonate,80,6.72
7.4,60,3,200,30,1000,alkalinity,Sodium Bicarbonate,80,4.48
7.4,70,3,200,30,1000,alkalinity,Sodium Bicarbonate,80,2.24
7.4,0,3,200,30,5000,alkalinity,Sodium Bicarbonate,80,89.6
7.4,10,3,200,30,5000,alkalinity,Sodium Bicarbonate,80,78.9
7.4,20,3,200,30,5000,alkalinity,Sodium Bicarbonate,80,67.2
7.4,30,3,200,30,5000,alkalinity,Sodium Bicarbonate,80,56.0
7.4,40,3,200,30,5000,alkalinity,Sodium Bicarbonate,80,44.8
7.4,50,3,200,30,5000,alkalinity,Sodium Bicarbonate,80,33.6
7.4,60,3,200,30,5000,alkalinity,Sodium Bicarbonate,80,22.4
7.4,70,3,200,30,5000,alkalinity,Sodium Bicarbonate,80,11.2
7.4,0,3,200,30,10000,alkalinity,Sodium Bicarbonate,80,179.0
7.4,10,3,200,30,10000,alkalinity,Sodium Bicarbonate,80,157.0
7.4,20,3,200,30,10000,alkalinity,Sodium Bicarbonate,80,134.0
7.4,30,3,200,30,10000,alkalinity,Sodium Bicarbonate,80,112.0
7.4,40,3,200,30,10000,alkalinity,Sodium Bicarbonate,80,89.6
7.4,50,3,200,30,10000,alkalinity,Sodium Bicarbonate,80,67.2
7.4,60,3,200,30,10000,alkalinity,Sodium Bicarbonate,80,44.8
7.4,70,3,200,30,10000,alkalinity,Sodium Bicarbonate,80,22.4
7.4,0,3,200,30,20000,alkalinity,Sodium Bicarbonate,80,358.0
7.4,10,3,200,30,20000,alkalinity,Sodium Bicarbonate,80,314.0
7.4,20,3,200,30,20000,alkalinity,Sodium Bicarbonate,80,268.0
7.4,30,3,200,30,20000,alkalinity,Sodium Bicarbonate,80,224.0
7.4,40,3,200,30,20000,alkalinity,Sodium Bicarbonate,80,179.0
7.4,50,3,200,30,20000,alkalinity,Sodium Bicarbonate,80,134.0
7.4,60,3,200,30,20000,alkalinity,Sodium Bicarbonate,80,89.6
7.4,70,3,200,30,20000,alkalinity,Sodium Bicarbonate,80,44.8
7.4,0,3,200,30,50000,alkalinity,Sodium Bicarbonate,80,895.0
7.4,10,3,200,30,50000,alkalinity,Sodium Bicarbonate,80,785.0
7.4,20,3,200,30,50000,alkalinity,Sodium Bicarbonate,80,670.0
7.4,30,3,200,30,50000,alkalinity,Sodium Bicarbonate,80,560.0
7.4,40,3,200,30,50000,alkalinity,Sodium Bicarbonate,80,448.0
7.4,50,3,200,30,50000,alkalinity,Sodium Bicarbonate,80,336.0
7.4,60,3,200,30,50000,alkalinity,Sodium Bicarbonate,80,224.0
7.4,70,3,200,30,50000,alkalinity,Sodium Bicarbonate,80,112.0
7.4,0,3,200,30,100000,alkalinity,Sodium Bicarbonate,80,1790.0
7.4,10,3,200,30,100000,alkalinity,Sodium Bicarbonate,80,1570.0
7.4,20,3,200,30,100000,alkalinity,Sodium Bicarbonate,80,1340.0
7.4,30,3,200,30,100000,alkalinity,Sodium Bicarbonate,80,1120.0
7.4,40,3,200,30,100000,alkalinity,Sodium Bicarbonate,80,895.0
7.4,50,3,200,30,100000,alkalinity,Sodium Bicarbonate,80,670.0
7.4,60,3,200,30,100000,alkalinity,Sodium Bicarbonate,80,448.0
7.4,70,3,200,30,100000,alkalinity,Sodium Bicarbonate,80,224.0
7.4,0,3,200,30,400,alkalinity,Sodium Bicarbonate,80,7.17
7.4,10,3,200,30,400,alkalinity,Sodium Bicarbonate,80,6.28
7.4,20,3,200,30,400,alkalinity,Sodium Bicarbonate,80,5.38
7.4,30,3,200,30,400,alkalinity,Sodium Bicarbonate,80,4.48
7.4,40,3,200,30,400,alkalinity,Sodium Bicarbonate,80,3.59
7.4,50,3,200,30,400,alkalinity,Sodium Bicarbonate,80,2.69
7.4,60,3,200,30,400,alkalinity,Sodium Bicarbonate,80,1.79
7.4,70,3,200,30,400,alkalinity,Sodium Bicarbonate,80,0.90
7.4,0,3,200,30,1000,alkalinity,Sodium Bicarbonate,80,17.9
7.4,10,3,200,30,1000,alkalinity,Sodium Bicarbonate,80,15.7
7.4,20,3,200,30,1000,alkalinity,Sodium Bicarbonate,80,13.4
7.4,30,3,200,30,1000,alkalinity,Sodium Bicarbonate,80,11.2
7.4,40,3,200,30,1000,alkalinity,Sodium Bicarbonate,80,8.97
7.4,50,3,200,30,1000,alkalinity,Sodium Bicarbonate,80,6.72
7.4,60,3,200,30,1000,alkalinity,Sodium Bicarbonate,80,4.48
7.4,70,3,200,30,1000,alkalinity,Sodium Bicarbonate,80,2.24
7.4,80,3,100,30,400,calcium_hardness,Calcium Chloride (77%),220,9.22
7.4,80,3,110,30,400,calcium_hardness,Calcium Chloride (77%),220,8.46
7.4,80,3,120,30,400,calcium_hardness,Calcium Chloride (77%),220,7.69
7.4,80,3,130,30,400,calcium_hardness,Calcium Chloride (77%),220,6.92
7.4,80,3,140,30,400,calcium_hardness,Calcium Chloride (77%),220,6.15
7.4,80,3,150,30,400,calcium_hardness,Calcium Chloride (77%),220,5.38
7.4,80,3,160,30,400,calcium_hardness,Calcium Chloride (77%),220,4.62
7.4,80,3,170,30,400,calcium_hardness,Calcium Chloride (77%),220,3.85
7.4,80,3,180,30,400,calcium_hardness,Calcium Chloride (77%),220,3.08
7.4,80,3,190,30,400,calcium_hardness,Calcium Chloride (77%),220,2.31
7.4,80,3,100,30,1000,calcium_hardness,Calcium Chloride (77%),220,23.1
7.4,80,3,110,30,1000,calcium_hardness,Calcium Chloride (77%),220,21.1
7.4,80,3,120,30,1000,calcium_hardness,Calcium Chloride (77%),220,19.2
7.4,80,3,130,30,1000,calcium_hardness,Calcium Chloride (77%),220,17.3
7.4,80,3,140,30,1000,calcium_hardness,Calcium Chloride (77%),220,15.4
7.4,80,3,150,30,1000,calcium_hardness,Calcium Chloride (77%),220,13.5
7.4,80,3,160,30,1000,calcium_hardness,Calcium Chloride (77%),220,11.5
7.4,80,3,170,30,1000,calcium_hardness,Calcium Chloride (77%),220,9.61
7.4,80,3,180,30,1000,calcium_hardness,Calcium Chloride (77%),220,7.69
7.4,80,3,190,30,1000,calcium_hardness,Calcium Chloride (77%),220,5.77
7.4,80,3,100,30,5000,calcium_hardness,Calcium Chloride (77%),220,60.1
7.4,80,3,110,30,5000,calcium_hardness,Calcium Chloride (77%),220,55.11
7.4,80,3,120,30,5000,calcium_hardness,Calcium Chloride (77%),220,50.1
7.4,80,3,130,30,5000,calcium_hardness,Calcium Chloride (77%),220,45.09
7.4,80,3,140,30,5000,calcium_hardness,Calcium Chloride (77%),220,40.08
7.4,80,3,150,30,5000,calcium_hardness,Calcium Chloride (77%),220,35.08
7.4,80,3,160,30,5000,calcium_hardness,Calcium Chloride (77%),220,30.07
7.4,80,3,170,30,5000,calcium_hardness,Calcium Chloride (77%),220,25.07
7.4,80,3,180,30,5000,calcium_hardness,Calcium Chloride (77%),220,20.06
7.4,80,3,190,30,5000,calcium_hardness,Calcium Chloride (77%),220,15.05
7.4,80,3,100,30,10000,calcium_hardness,Calcium Chloride (77%),220,192.0
7.4,80,3,110,30,10000,calcium_hardness,Calcium Chloride (77%),220,176.0
7.4,80,3,120,30,10000,calcium_hardness,Calcium Chloride (77%),220,160.0
7.4,80,3,130,30,10000,calcium_hardness,Calcium Chloride (77%),220,144.16
7.4,80,3,140,30,10000,calcium_hardness,Calcium Chloride (77%),220,128.16
7.4,80,3,150,30,10000,calcium_hardness,Calcium Chloride (77%),220,112.16
7.4,80,3,160,30,10000,calcium_hardness,Calcium Chloride (77%),220,96.16
7.4,80,3,170,30,10000,calcium_hardness,Calcium Chloride (77%),220,80.16
7.4,80,3,180,30,10000,calcium_hardness,Calcium Chloride (77%),220,64.16
7.4,80,3,190,30,10000,calcium_hardness,Calcium Chloride (77%),220,48.16
7.4,80,3,100,30,20000,calcium_hardness,Calcium Chloride (77%),220,384.0
7.4,80,3,110,30,20000,calcium_hardness,Calcium Chloride (77%),220,352.0
7.4,80,3,120,30,20000,calcium_hardness,Calcium Chloride (77%),220,320.0
7.4,80,3,130,30,20000,calcium_hardness,Calcium Chloride (77%),220,288.0
7.4,80,3,140,30,20000,calcium_hardness,Calcium Chloride (77%),220,256.0
7.4,80,3,150,30,20000,calcium_hardness,Calcium Chloride (77%),220,224.0
7.4,80,3,160,30,20000,calcium_hardness,Calcium Chloride (77%),220,192.0
7.4,80,3,170,30,20000,calcium_hardness,Calcium Chloride (77%),220,160.0
7.4,80,3,180,30,20000,calcium_hardness,Calcium Chloride (77%),220,128.16
7.4,80,3,190,30,20000,calcium_hardness,Calcium Chloride (77%),220,96.16
7.4,80,3,100,30,50000,calcium_hardness,Calcium Chloride (77%),220,961.6
7.4,80,3,110,30,50000,calcium_hardness,Calcium Chloride (77%),220,881.6
7.4,80,3,120,30,50000,calcium_hardness,Calcium Chloride (77%),220,801.6
